stock_code,date,foreign_buy,percent_foreign_ownership,cash_dividend,dividend_yield,beta,eps,pe,forward_pe,bvps,pb
VE8,2024-12-05,0,0.68,0,0,0.09,-5807,-0.72,75.59,-4009,-1.05
UNI,2024-12-05,0,0,0,0,0.83,29,236.14,14.97,10514,0.66
UIC,2024-12-05,0,12.01,0,0,0.26,6908,5.72,2.95,55552,0.71
UPC,2024-12-05,0,0.01,1600,0.07,-1.36,591,36.54,4.17,16298,1.33
UPH,2024-12-05,0,0,0,0,-1.17,194,61.84,63.81,11580,1.04
USC,2024-12-05,0,0,110,0.01,0.24,0,0,24.75,0,0
USD,2024-12-05,0,0,1800,0.09,0.25,609,33.16,5.71,10609,1.90
V12,2024-12-05,0,0.02,600,0.05,-0.18,1005,12.74,12.64,13590,0.94
V11,2024-12-05,0,0.36,0,0,0.28,-765,-0.78,-0.32,5715,0.10
VAB,2024-12-05,0,0.18,0,0,1.21,1723,5.22,4.59,15959,0.56
VAV,2024-12-05,0,2.43,1200,0.03,0.28,5639,8.05,12.47,19775,2.30
V15,2024-12-05,0,0.33,0,0,0,-4056,-0.10,2.67,744,0.54
V21,2024-12-05,0,0,0,0,0.57,67,93.62,7.20,10164,0.62
VAF,2024-12-05,0,0.04,1000,0.07,0.21,1794,7.80,10.10,13241,1.06
VBB,2024-12-05,0,0,0,0,0.85,2025,4.50,4.96,17697,0.51
VBC,2024-12-05,0,0.41,1800,0.09,0,3652,5.48,4.27,21277,0.94
VC1,2024-12-05,0,0,0,0,0.05,550,14.36,9.27,20929,0.38
VC2,2024-12-05,36900,0.32,0,0,1.71,264,37.48,14.70,13297,0.74
VC5,2024-12-05,0,1.27,0,0,-0.23,5700,0.16,0.23,68377,0.01
VC6,2024-12-05,0,10.49,500,0.02,0.25,3431,6.97,10.94,16228,1.47
VC3,2024-12-05,19200,0.20,0,0,0.39,1220,23.29,14.05,11126,2.55
VC7,2024-12-05,0,0.09,0,0,2.20,274,45.68,14.79,10968,1.14
VC9,2024-12-05,0,0.06,0,0,0.25,86,49.82,44.55,3786,1.14
VCA,2024-12-05,0,0.58,0,0,1.06,138,85.76,28.12,12498,0.95
VCB,2024-12-05,368000,23.16,0,0,0.45,6194,15.09,17.04,34048,2.75
VCE,2024-12-05,0,0,0,0,0,0,0,-31.01,0,0
VCF,2024-12-05,0,0.57,25000,0.12,0.25,16185,13.04,23.84,65299,3.23
VCG,2024-12-05,194800,5.01,0,0,1.17,1460,12.06,11.09,18109,0.97
VCI,2024-12-05,815100,24.81,400,0.01,1.94,1838,17.68,26.67,15044,2.16
VBH,2024-12-05,0,1.48,0,0,-1.64,206,55.85,16.67,5209,2.21
VCP,2024-12-05,0,0.01,0,0,1.54,3172,8.06,30.10,22649,1.13
VCM,2024-12-05,0,0,0,0,0.70,1368,6.21,10.16,23819,0.36
VBG,2024-12-05,0,0,100,0.02,0,0,0,16.86,0,0
VCC,2024-12-05,0,0,350,0.04,-0.07,252,38.46,9.32,11083,0.88
VCS,2024-12-05,13200,1.76,2000,0.03,1.47,5343,12.47,10.31,32777,2.03
VCR,2024-12-05,0,0.01,0,0,0.03,-99,-245.54,52.90,7565,3.22
VCT,2024-12-05,0,0,0,0,0,0,0,14.62,0,0
VDG,2024-12-05,2300,1.65,0,0,1.74,0,0,0,0,0
VCW,2024-12-05,0,0.11,0,0,0.21,-735,-40.80,12.85,16591,1.81
VCX,2024-12-05,0,0.08,0,0,0.21,778,10.29,10.25,8471,0.94
VDB,2024-12-05,0,0,5336,5.93,0,1056,0.85,0.27,10000,0.09
VDL,2024-12-05,0,0.67,0,0,0.05,-830,-14.46,97.71,11566,1.04
VDN,2024-12-05,0,0,2000,0.11,0.60,0,0,5.94,0,0
VDP,2024-12-05,0,0.20,3500,0.10,0.17,3665,9.55,7.73,33242,1.05
VDS,2024-12-05,218100,0.70,0,0,2.27,1796,9.69,14.68,11702,1.49
VE1,2024-12-05,0,25.57,0,0,0.89,-341,-9.37,76.79,4076,0.79
VDT,2024-12-05,0,0,1000,0.05,0.96,0,0,17.20,0,0
VE2,2024-12-05,0,0.72,0,0,0,-755,-13.24,4.16,1247,8.02
VE3,2024-12-05,0,0,0,0,-0.01,583,13.38,7.92,14544,0.54
VEA,2024-12-05,300,1.82,5035,0.13,1.73,4839,7.88,9.23,22944,1.66
VE4,2024-12-05,0,0,0,0,0,-1742,-148.92,329.21,9806,26.45
VE9,2024-12-05,0,0.19,0,0,0.88,-42,-43.81,57.86,728,2.54
VEC,2024-12-05,0,0,0,0,0.40,-6,-1386.48,106.19,12428,0.64
VFC,2024-12-05,0,44.69,800,0.01,-0.62,650,160.86,139.47,20831,5.02
VEF,2024-12-05,0,0,0,0,1.23,2258,76.56,115.20,20051,8.62
VET,2024-12-05,0,0,40,0,0.95,1208,15.48,7.87,20379,0.92
VES,2024-12-05,0,0.11,0,0,0.14,-1826,-0.77,2500,8475,0.17
VFG,2024-12-05,500,2.17,3000,0.04,0.60,11287,7.58,11.89,35574,2.40
VGI,2024-12-05,0,0,0,0,3.48,889,103,50.88,11190,8.18
VGG,2024-12-05,0,15.07,4000,0.09,0.23,6812,6.59,9.90,48849,0.92
VFS,2024-12-05,28900,0.79,0,0,0.74,898,16.82,14.60,12938,1.17
VGC,2024-12-05,316200,3.72,1250,0.03,1.64,1312,32.47,17.21,18483,2.30
VFR,2024-12-05,0,0.17,0,0,2.13,2760,3.95,20.96,20838,0.52
VGL,2024-12-05,0,0,1500,0.07,0.33,852,23.93,12,13237,1.54
VGR,2024-12-05,0,22.04,8000,0.14,0.40,5650,10.41,15.50,14681,4.01
VGT,2024-12-05,0,14.06,300,0.02,3.23,545,25.13,12.45,18293,0.75
VGS,2024-12-05,66100,1.43,0,0,2.83,1147,27.56,31.56,18184,1.74
VGP,2024-12-05,0,0,600,0.02,0.11,2482,13.01,15.45,28837,1.12
VHC,2024-12-05,554400,28.48,4000,0.05,1.06,3996,18.24,20.45,40141,1.82
VGV,2024-12-05,0,6.92,600,0.02,0.31,1202,24.70,39.68,13075,2.27
VHD,2024-12-05,0,0,0,0,-1.07,-6215,-1.90,23.91,2223,5.31
VHG,2024-12-05,0,0.39,0,0,1.69,-38,-45.24,510.51,912,1.86
VHE,2024-12-05,0,0,0,0,0.95,88,35.28,41.09,10816,0.29
VHH,2024-12-05,0,0,0,0,2.41,-648,-4.94,8.89,9036,0.35
VHF,2024-12-05,0,0,345,0.02,-2.53,387,47.02,52.17,10685,1.70
VHL,2024-12-05,0,1.45,0,0,0.09,-2055,-4.87,-4.95,19503,0.51
VHM,2024-12-05,280500,11.68,0,0,0.81,4691,8.55,4.99,49597,0.81
VIB,2024-12-05,2000,4.99,1250,0.07,0.92,2795,6.74,4.66,13407,1.41
VID,2024-12-05,0,0.69,500,0.10,0.03,368,13.30,4.44,16571,0.30
VIC,2024-12-05,94800,10.27,0,0,0.48,2492,16.05,34.48,42958,0.93
VIE,2024-12-05,0,0.11,0,0,-0.58,969,4.44,10.07,7184,0.60
VIG,2024-12-05,0,2.42,0,0,1.49,745,7.38,7.35,7962,0.69
VIF,2024-12-05,0,0,921,0.05,0.63,1153,14.92,18.99,14173,1.21
VIH,2024-12-05,0,0,300,0.03,0.53,54,193.83,58.80,11683,0.90
VIM,2024-12-05,0,0.74,1400,0.07,1.08,0,0,17.77,0,0
VIP,2024-12-05,14500,9.92,1000,0.07,1.32,962,14.92,13.08,18294,0.78
VIN,2024-12-05,0,0.21,700,0.04,0.27,666,29.89,30.75,22041,0.90
VIT,2024-12-05,0,0.25,0,0,0.09,579,30.40,29.33,11972,1.47
VIR,2024-12-05,0,0.01,0,0,0.32,0,0,6.97,0,0
VIX,2024-12-05,2238000,3.92,0,0,2.01,1073,9.05,13.41,10924,0.89
VIW,2024-12-05,0,0,0,0,-1.20,5,2178.65,21.81,12403,0.81
VJC,2024-12-05,48700,13.29,0,0,0.62,3345,30.31,50.80,30877,3.28
VKC,2024-12-05,0,1.05,0,0,0.82,-8230,-0.12,-0.33,-11426,-0.09
X20,2024-12-05,0,0.19,600,0.05,-0.18,1502,7.39,7.57,15130,0.73
VLA,2024-12-05,0,0,0,0,0.09,-1799,-5.61,13.45,9310,1.08
VKP,2024-12-05,0,0.03,0,0,0,-6531,-0.08,0.43,1613,0.31
VLB,2024-12-05,0,0,1900,0.05,1.15,4530,8.76,14.33,15425,2.57
VLF,2024-12-05,0,0.20,0,0,0.65,-121,-8.27,0.48,-6952,-0.14
VLG,2024-12-05,0,0.30,0,0,0.91,3180,3.10,19.98,12790,0.77
VLC,2024-12-05,0,0.23,600,0.04,1.66,302,56.30,16.34,28295,0.60
VLP,2024-12-05,0,0,300,0.27,-0.49,738,1.49,1.77,11196,0.10
VMA,2024-12-05,0,37.64,1000,0.28,0,0,0,1.83,10992,0.33
VLW,2024-12-05,0,0.19,1622,0.06,-0.52,2861,9.47,9.64,15857,1.71
VMD,2024-12-05,0,1.27,4000,0.20,0.43,1214,16.48,9.25,28003,0.71
VMC,2024-12-05,0,0,0,0,0.82,94,65.16,13.80,13659,0.45
VMK,2024-12-05,0,0,0,0,0,0,0,15.54,0,0
VMG,2024-12-05,0,0.70,0,0,3.23,-626,-7.03,8.80,4171,1.05
VMS,2024-12-05,0,0,2140,0.10,0.03,1714,12.43,10.09,16410,1.30
VNA,2024-12-05,0,0,0,0,2.33,2607,8.46,12.94,15746,1.40
VMT,2024-12-05,0,0,0,0,-0.04,0,0,30.16,0,0
VNE,2024-12-05,0,2.45,0,0,1.03,-1100,-3.26,21.26,10866,0.33
VNB,2024-12-05,0,1.05,0,0,0.82,1076,9.75,17.13,15938,0.66
VNG,2024-12-05,0,0.38,0,0,0.41,-404,-20.75,35.48,11153,0.75
VNH,2024-12-05,0,1.79,0,0,1.72,1504,0.73,0.29,976,1.13
VNI,2024-12-05,0,0.04,0,0,0,-1163,-7.56,2.40,8073,1.09
VNC,2024-12-05,0,2.71,2500,0.06,-0.10,3367,11.88,12,27005,1.48
VNM,2024-12-05,183600,51.65,3850,0.06,0.72,4591,13.79,14.11,16864,3.75
VNR,2024-12-05,0,27.85,1000,0.04,0.41,1874,12.65,7.78,22905,1.03
VNS,2024-12-05,200,12.02,1500,0.15,0.25,1254,8.09,8.56,16587,0.61
VNF,2024-12-05,100,0.42,700,0.05,0.33,1985,7.46,10.79,19160,0.77
VNT,2024-12-05,2000,10.49,0,0,-0.57,-480,-71.67,73.65,12860,2.67
VND,2024-12-05,1066900,12.42,500,0.04,1.65,1783,7.43,9.99,12786,1.04
VNX,2024-12-05,0,0,15000,0.89,-0.28,1280,13.12,0.66,0,0
VNL,2024-12-05,2000,12.22,1200,0.07,0.02,2786,5.85,8.70,20296,0.80
VNP,2024-12-05,0,0.84,0,0,0.88,338,29.83,13.09,15212,0.66
VNY,2024-12-05,0,0,0,0,-0.32,214,26.11,18.20,6125,0.91
VOC,2024-12-05,0,0,1200,0.07,0.37,1103,15.41,60.90,17568,0.97
VNZ,2024-12-05,0,49,0,0,1.67,-23311,-16.24,55.79,61027,6.20
VOS,2024-12-05,109300,1.51,0,0,1.76,3206,4.99,6.93,14271,1.12
VPB,2024-12-05,1360900,25.22,1000,0.05,0.97,1679,11.32,6.28,17928,1.06
VPA,2024-12-05,0,0.05,0,0,-0.08,-2734,-1.24,-2.17,-3084,-1.10
VPC,2024-12-05,0,0.36,0,0,0.10,-1627,-1.04,-2.53,7067,0.24
VPG,2024-12-05,50900,0.29,0,0,1.40,-577,-21.05,7.16,17074,0.71
VPD,2024-12-05,500,31.12,2000,0.08,0.55,1981,13.33,21.18,14081,1.87
VPI,2024-12-05,31000,10.73,0,0,0.40,1065,55.20,48.79,14372,4.09
VPH,2024-12-05,0,0.58,500,0.07,0.96,1773,4.08,9.08,12118,0.60
VPR,2024-12-05,0,14.07,1000,0.06,0.77,0,0,7.02,0,0
VPS,2024-12-05,0,0.05,500,0.06,0.01,807,10.50,9.42,13495,0.63
VRE,2024-12-05,290300,20.42,0,0,1.13,1795,9.64,9.12,17972,0.96
VRC,2024-12-05,400,0.15,0,0,0.61,14,814.53,555.29,25219,0.46
X26,2024-12-05,0,0,1000,0.03,0.86,0,0,7.67,0,0
VPW,2024-12-05,0,0,383,0.04,0,0,0,6.15,0,0
VQC,2024-12-05,0,3.92,1000,0.08,-0.57,1118,11.63,3.97,23237,0.56
VRG,2024-12-05,0,0.76,3800,0.16,1.24,8917,2.68,7.47,14639,1.63
VSC,2024-12-05,320900,2.48,0,0,1.39,1095,14.57,14.30,16035,0.99
VSE,2024-12-05,0,0.95,0,0,2.33,0,0,40.48,0,0
VSG,2024-12-05,0,0.42,0,0,0.39,-3729,-0.59,-0.61,-15409,-0.14
VSA,2024-12-05,0,0,3200,0.14,0.88,1594,14.18,18.10,23891,0.95
VSF,2024-12-05,0,0,0,0,0.87,50,682.90,161.24,4855,6.99
VST,2024-12-05,0,0,0,0,0.45,3596,0.78,1.16,-10780,-0.26
VSM,2024-12-05,0,1.60,1200,0.06,0.05,3946,4.87,4.29,25314,0.76
VSN,2024-12-05,0,0,600,0.03,0.57,1331,13.30,10.23,15719,1.13
VSI,2024-12-05,0,1.30,2750,0.15,-0.15,1401,12.78,6.68,14828,1.21
VSH,2024-12-05,0,11.96,4000,0.08,-0.17,1595,31.34,23.38,20048,2.49
VTA,2024-12-05,0,0.17,0,0,0.65,-2991,-1.17,147.37,3183,1.10
VTD,2024-12-05,0,0,0,0,0.37,330,20.68,5.38,12636,0.54
VTB,2024-12-05,0,1.74,0,0,-0.09,1037,10.18,8.24,17462,0.60
VTE,2024-12-05,0,0,68,0.01,0.78,22,268.06,45.34,10797,0.55
VTC,2024-12-05,0,9.49,700,0.08,0.78,482,17.44,10.88,13383,0.63
VTG,2024-12-05,0,0,0,0,-0.14,326,25.44,15.11,9184,0.90
VTI,2024-12-05,0,0,0,0,0,0,0,3.68,0,0
VTH,2024-12-05,0,0,0,0,0.02,1263,5.86,4.21,11824,0.63
VTJ,2024-12-05,0,0.14,0,0,-0.13,-105,-38.16,57,8473,0.47
VTK,2024-12-05,900,0.35,1500,0.02,2.18,997,70.14,22.22,21632,3.23
VTP,2024-12-05,68700,7.50,1500,0.01,1.04,2979,50.65,49.67,12268,12.30
VTO,2024-12-05,36200,13.46,800,0.06,1.24,1418,10.01,13.35,14222,1
VTL,2024-12-05,0,0,0,0,-3.69,-2695,-3.86,-11.59,-3218,-3.23
VTR,2024-12-05,0,0,0,0,1.41,2032,9.72,8.49,16308,1.21
VTS,2024-12-05,0,0,0,0,0.55,-4181,-2.94,-3.10,8323,1.48
VTV,2024-12-05,0,0.28,100,0.02,0.63,-200,-25.01,-59.49,12647,0.40
VUA,2024-12-05,0,0,0,0,0.09,-363,-34.14,28.02,8382,1.48
VTZ,2024-12-05,8300,1.27,0,0,1.01,1377,12.71,14.05,10882,1.61
VVN,2024-12-05,0,0,0,0,0.33,-7727,-0.54,0,-35598,-0.12
VVS,2024-12-05,0,0,0,0,-0.63,3601,4.42,12.25,16089,0.99
VW3,2024-12-05,0,0.23,800,0.08,-0.30,0,0,9.41,0,0
VWS,2024-12-05,0,0,1800,0.09,0.03,0,0,6.88,0,0
VXB,2024-12-05,0,0.02,0,0,0.46,3164,8.88,0,8080,3.48
VXP,2024-12-05,0,0,0,0,0,0,0,440.67,0,0
VTM,2024-12-05,0,0,0,0,0,0,0,13.49,0,0
VTQ,2024-12-05,0,0,0,0,-0.12,-338,-96.49,1113.77,7438,4.38
WCS,2024-12-05,0,28.45,16000,0.06,0.35,29973,8.67,9.44,102914,2.53
VXT,2024-12-05,0,0,650,0.06,0.37,458,22.28,12.45,11607,0.88
VTX,2024-12-05,0,0,0,0,-0.02,-4818,-1.66,181.78,6165,1.30
WTC,2024-12-05,0,0.07,1200,0.11,0.20,0,0,7.34,0,0
WSB,2024-12-05,0,3.02,5000,0.10,0.34,4826,10.81,11.59,53432,0.98
WSS,2024-12-05,0,2.09,0,0,1.42,-975,-4.72,53.19,9577,0.48
X77,2024-12-05,0,0,0,0,0,0,0,0,0,0
XDH,2024-12-05,0,0,800,0.06,-0.48,687,20.66,19.19,19967,0.71
XLV,2024-12-05,0,0,800,0.09,-0.07,0,0,3,0,0
XHC,2024-12-05,0,0.01,0,0,2.09,2575,7.38,7.75,17114,1.11
XMC,2024-12-05,0,0,700,0.11,1.31,736,8.96,7.14,12362,0.53
XMP,2024-12-05,0,0.11,1100,0.08,-0.18,980,14,25.81,11972,1.15
XMD,2024-12-05,0,0.03,0,0,-1.38,1612,2.54,3.53,11841,0.35
YBC,2024-12-05,0,0.03,0,0,1.37,-4096,-1.76,4.20,2806,2.57
XPH,2024-12-05,0,0.15,0,0,1.22,-1324,-4,-10.28,11328,0.47
YBM,2024-12-05,0,0.29,500,0.05,0.06,988,10.63,8.53,12904,0.81
YTC,2024-12-05,0,0,162,0,2.96,5659,7.60,11.04,19311,2.23
YEG,2024-12-05,427500,9.44,0,0,0.88,563,22.66,26.87,10472,1.22
