stock_code,date,foreign_buy,percent_foreign_ownership,cash_dividend,dividend_yield,beta,eps,pe,forward_pe,bvps,pb
BTP,2024-07-11,1407.0,8.65,3272.0,0.27,0.4,502.0,24.42,40.69,17220.0,0.71
BTS,2024-07-11,200.0,0.12,,,0.31,-1217.0,-4.27,-5.06,9278.0,0.56
BTT,2024-07-11,,4.91,3350.0,0.1,0.19,3337.0,10.49,9.01,28086.0,1.25
BTU,2024-07-11,,,1000.0,0.07,0.33,112.0,125.02,7.43,11159.0,1.25
BTV,2024-07-11,,,,,0.7,1362.0,8.52,9.12,9902.0,1.17
BTW,2024-07-11,100.0,21.8,2212.0,0.06,0.02,5995.0,6.66,6.79,28498.0,1.4
BVB,2024-07-11,,0.08,,,1.5,301.0,38.61,32.09,10933.0,1.06
BVG,2024-07-11,,0.09,,,0.1,-1385.0,-1.59,9.53,5026.0,0.44
BVH,2024-07-11,11700.0,26.64,954.0,0.02,0.86,2570.0,17.18,113.01,31998.0,1.38
BVL,2024-07-11,,,,,-0.56,430.0,24.64,7.41,14247.0,0.74
BVN,2024-07-11,,0.29,,,-0.37,,,4.25,,
BVS,2024-07-11,7400.0,2.45,800.0,0.02,2.71,2556.0,16.12,16.44,34272.0,1.2
BWA,2024-07-11,,,450.0,0.04,0.02,,,26.02,,
BWE,2024-07-11,200.0,11.95,,,0.9,3158.0,14.31,14.2,24367.0,1.85
BWS,2024-07-11,,0.81,1000.0,0.03,0.1,2973.0,11.43,13.87,11531.0,2.95
BXH,2024-07-11,,,250.0,0.02,0.91,133.0,114.38,81.17,18085.0,0.84
C12,2024-07-11,,,,,,558.0,5.74,3.88,16475.0,0.19
C21,2024-07-11,,0.08,,,0.05,-470.0,-37.26,42.3,35675.0,0.49
C22,2024-07-11,,,1000.0,0.06,0.06,,,7.11,,
C32,2024-07-11,500.0,1.08,,,0.06,83.0,211.33,16.44,36027.0,0.49
C47,2024-07-11,,0.04,,,0.51,232.0,26.53,8.95,12125.0,0.51
C4G,2024-07-11,,,,,1.37,578.0,14.4,11.89,10911.0,0.76
C69,2024-07-11,,0.37,,,0.71,260.0,26.19,21.01,13592.0,0.5
C92,2024-07-11,,3.7,,,0.98,180.0,20.58,19.66,11622.0,0.32
CAB,2024-07-11,,,326.0,0.03,0.71,656.0,16.78,51.93,12277.0,0.9
CAD,2024-07-11,,3.45,,,2.56,-4237.0,-0.12,5.2,-71532.0,-0.01
CAG,2024-07-11,,,168.0,0.02,0.62,-26.0,-284.74,23.0,10404.0,0.72
CAN,2024-07-11,,26.23,1200.0,0.03,-0.32,-190.0,-187.66,20.07,27601.0,1.29
CAP,2024-07-11,,,5000.0,0.11,0.38,2309.0,19.93,10.03,15719.0,2.93
CAT,2024-07-11,,,1000.0,0.05,-0.18,1135.0,16.3,6.44,11104.0,1.67
CBI,2024-07-11,,,,,-0.65,-826.0,-11.5,81.52,8976.0,1.06
CBS,2024-07-11,,,5500.0,0.16,0.37,,,5.33,,
CC1,2024-07-11,,0.01,,,1.59,764.0,18.73,8.69,12291.0,1.16
CC4,2024-07-11,,,500.0,0.04,-0.29,478.0,25.11,23.13,13525.0,0.89
CCA,2024-07-11,,,800.0,0.05,-1.47,237.0,62.03,14.79,18315.0,0.8
CCC,2024-07-11,,,,,-0.02,753.0,24.58,15.25,14257.0,1.3
CCI,2024-07-11,,2.37,1300.0,0.06,0.15,2079.0,9.86,13.7,15473.0,1.32
CCL,2024-07-11,,0.91,500.0,0.07,1.82,821.0,9.28,7.57,12106.0,0.63
CCM,2024-07-11,,,2000.0,0.04,0.03,7621.0,6.31,5.42,37668.0,1.28
CCP,2024-07-11,,,,,-0.87,-400.0,-81.35,31.2,10849.0,3.0
CCR,2024-07-11,,0.07,450.0,0.03,1.19,678.0,20.94,17.4,11313.0,1.26
CCT,2024-07-11,,0.03,,,-1.47,187.0,62.12,62.61,9455.0,1.23
CCV,2024-07-11,,,3137.0,0.06,0.15,,,10.64,,
CDC,2024-07-11,9900.0,1.3,,,0.22,980.0,17.6,7.99,15774.0,1.09
CDG,2024-07-11,,,950.0,0.43,0.32,1538.0,1.43,2.1,13099.0,0.17
CDH,2024-07-11,,,500.0,0.05,2.21,,,4.95,,
CDN,2024-07-11,,,1400.0,0.05,0.1,3024.0,9.89,8.11,17762.0,1.68
CDO,2024-07-11,,0.29,,,0.62,-163.0,-12.92,165.35,6573.0,0.32
CDP,2024-07-11,,,500.0,0.05,0.37,1009.0,10.6,10.03,11731.0,0.91
CDR,2024-11-07,,,500.0,0.04,1.76,,,17.65,,
CE1,2024-07-11,,,,,,,,6.05,,
CEG,2024-07-11,,,250.0,0.03,,,,37.24,,
CEN,2024-07-11,,,,,0.13,-3.0,-693.07,65.14,10072.0,0.21
CEO,2024-07-11,64700.0,5.15,,,2.18,327.0,46.49,54.76,11713.0,1.3
CET,2024-07-11,,0.87,,,-0.42,-29.0,-167.01,6.13,11138.0,0.44
CFM,2024-07-11,,0.53,200.0,0.02,0.44,,,15.83,,
CFV,2024-07-11,,,,,-1.55,2693.0,8.17,68.03,13496.0,1.63
CGV,2024-07-11,,0.14,,,2.73,,,20.08,,
CH5,2024-07-11,,,1100.0,0.07,0.16,,,13.95,,
CHC,2024-07-11,,,,,-1.18,,,25.58,,
CHP,2024-07-11,,3.8,2500.0,0.07,0.11,2110.0,15.97,25.39,12258.0,2.75
CHS,2024-07-11,,3.24,1400.0,0.12,0.48,1429.0,7.92,8.89,12080.0,0.94
CI5,2024-07-11,,,,,0.37,,,67.5,,
CIA,2024-07-11,,0.95,,,0.87,468.0,20.73,44.36,17764.0,0.55
CID,2024-07-11,,2.92,653.0,0.02,-2.2,-105.0,-259.67,,4615.0,5.89
CIG,2024-07-11,,0.05,,,0.25,168.0,46.47,16.46,4968.0,1.58
CII,2024-07-11,12800.0,5.86,800.0,0.05,1.59,1598.0,9.45,11.19,29499.0,0.51
CIP,2024-07-11,,,,,0.78,,,26.98,,
CJC,2024-07-11,,0.27,,,,770.0,33.49,37.53,11219.0,2.3
CK8,2024-07-11,,,,,,,,3.97,,
CKA,2024-07-11,,,5000.0,0.12,-0.71,,,6.3,,
CKD,2024-07-11,,0.03,1900.0,0.08,-0.02,3093.0,7.27,9.06,16901.0,1.33
CKG,2024-07-11,,0.02,,,0.68,1428.0,17.58,16.84,14977.0,1.68
CKV,2024-07-11,,0.19,1100.0,0.09,1.33,477.0,25.15,17.87,18951.0,0.63
CLC,2024-07-11,,2.26,4000.0,0.08,0.05,6371.0,7.58,10.21,33676.0,1.43
CLG,2024-07-11,,0.53,,,,631.0,0.79,5.44,1254.0,0.4
CLH,2024-07-11,,5.31,2600.0,0.12,0.14,2896.0,7.6,6.6,14923.0,1.47
CLL,2024-07-11,300.0,10.59,2600.0,0.07,-0.12,2916.0,12.86,12.81,17679.0,2.12
CLM,2024-07-11,,,3000.0,0.04,-0.16,18089.0,4.09,10.15,66093.0,1.12
CLW,2024-07-11,,4.79,1600.0,0.04,0.01,3749.0,11.34,11.0,18787.0,2.26
CLX,2024-07-11,,1.34,700.0,0.04,1.91,2192.0,7.22,7.45,20496.0,0.77
CMC,2024-07-11,,,,,0.47,-300.0,-21.66,5.93,13366.0,0.49
CMD,2024-07-11,,0.04,3000.0,0.13,0.18,2779.0,8.2,10.76,21739.0,1.05
CMF,2024-07-11,,24.38,5000.0,0.01,0.49,20528.0,16.45,10.69,114829.0,2.94
CMG,2024-07-11,481800.0,43.41,600.0,0.01,1.98,1861.0,27.52,24.07,18091.0,2.83
CMI,2024-07-11,,0.38,,,-0.34,-574.0,-1.92,0.87,-6620.0,-0.17
CMK,2024-07-11,,,,,,1205.0,7.3,11.8,12005.0,0.73
CMM,2024-07-11,,,,,-0.27,888.0,10.25,10.48,11996.0,0.76
CMN,2024-07-11,,0.06,2600.0,0.04,1.13,2405.0,27.03,11.56,26231.0,2.48
CMP,2024-07-11,,,,,,316.0,25.65,562.11,10779.0,0.75
CMS,2024-07-11,,,,,0.99,176.0,60.94,44.43,10965.0,0.98
CMT,2024-07-11,,3.43,1000.0,0.08,3.14,3653.0,3.53,4.13,23016.0,0.56
CMV,2024-07-11,,0.04,400.0,0.04,0.26,695.0,12.95,14.27,13366.0,0.67
CMW,2024-07-11,,0.01,441.0,0.04,0.13,1016.0,11.22,12.8,11123.0,1.02
CMX,2024-07-11,35800.0,17.08,,,1.37,650.0,12.26,7.73,15180.0,0.53
CNA,2024-07-11,,,,,,,,,,
CNC,2024-07-11,4000.0,6.25,4000.0,0.13,0.6,4449.0,7.1,8.76,106196.0,0.3
CNG,2024-07-11,,2.87,1200.0,0.04,1.45,3124.0,10.23,12.64,17608.0,1.81
CNN,2024-07-11,,,1215.0,0.03,1.66,,,26.83,,
CNT,2024-07-11,,,100.0,0.01,2.79,4576.0,3.29,6.42,13594.0,1.11
COM,2024-07-11,100.0,0.21,1500.0,0.05,-0.09,2461.0,11.77,25.55,29945.0,0.97
CPA,2024-07-11,,,,,0.61,-396.0,-17.67,-30.32,2293.0,3.05
CPC,2024-07-11,,4.12,1800.0,0.1,0.16,2511.0,7.17,8.8,20846.0,0.86
CPH,2024-07-11,,,1848.0,6.16,,482.0,0.62,0.15,10981.0,0.03
CPI,2024-07-11,,,,,0.45,45.0,89.37,29.2,-661.0,-6.05
CQN,2024-07-11,,,1000.0,0.03,0.7,1591.0,18.29,18.78,12712.0,2.29
CQT,2024-07-11,,,800.0,0.09,-0.43,196.0,45.84,9.96,9735.0,0.92
CRC,2024-07-11,,0.16,,,0.4,1407.0,5.02,7.56,13529.0,0.52
CRE,2024-07-11,5200.0,4.03,,,0.79,68.0,103.28,14.75,12186.0,0.57
CSC,2024-07-11,,,,,1.3,1076.0,24.81,7.63,22641.0,1.18
CSI,2024-07-11,1300.0,33.66,,,2.95,-693.0,-45.82,29.64,10128.0,3.14
CSM,2024-07-11,35300.0,0.75,300.0,0.03,0.87,840.0,13.1,14.25,13043.0,0.84
CST,2024-07-11,,,2000.0,0.09,1.62,7304.0,3.09,7.4,25057.0,0.9
CSV,2024-07-11,132600.0,2.16,2500.0,0.07,1.99,3950.0,9.29,15.52,13752.0,2.67
CT3,2024-07-11,,,,,,,,10.71,,
CT6,2024-07-11,,0.03,,,-0.43,1506.0,5.38,12.37,10362.0,0.78
CTA,2024-07-11,,0.26,,,,-843.0,-1.66,4.51,4690.0,0.3
CTB,2024-07-11,1900.0,0.49,2000.0,0.09,0.1,2119.0,10.29,6.63,21659.0,1.01
CTC,2024-07-11,,0.48,,,,-118.0,-11.02,12.84,6632.0,0.2
CTD,2024-07-11,7300.0,49.0,,,1.4,3259.0,20.99,16.48,83762.0,0.82
CTF,2024-07-11,,3.35,,,0.16,212.0,142.74,33.8,12085.0,2.5
CTG,2024-07-11,1049200.0,26.57,,,1.06,4128.0,8.7,9.98,26254.0,1.37
CTI,2024-07-11,10500.0,0.54,,,1.38,1966.0,8.14,9.16,27447.0,0.58
CTN,2024-07-11,,1.53,,,,-532.0,-0.94,1.39,-3545.0,-0.14
CTP,2024-07-11,14300.0,0.59,,,1.49,28.0,1278.11,27.07,12261.0,2.92
CTR,2024-07-11,48225.0,9.59,4639.0,0.04,1.75,4639.0,26.96,26.91,14780.0,8.46
CTS,2024-07-11,2300.0,0.53,,,1.89,1382.0,27.6,20.25,14879.0,2.56
CTT,2024-07-11,,0.45,1000.0,0.06,0.02,2972.0,5.55,5.17,14107.0,1.17
CTW,2024-07-11,,,660.0,0.02,-1.37,3150.0,9.37,13.8,19821.0,1.49
CTX,2024-07-11,,0.01,,,,130.0,58.56,9.99,12900.0,0.59
CVN,2024-07-11,,,,,-0.32,27.0,70.14,0.94,13600.0,0.14
CVT,2024-07-11,,0.46,,,0.37,1418.0,18.08,18.45,26528.0,0.97
CX8,2024-07-11,,,,,0.66,66.0,105.28,25.85,10507.0,0.67
CYC,2024-07-11,,10.69,,,0.01,-14134.0,-0.21,13.12,5942.0,0.49
D11,2024-07-11,,,,,0.1,487.0,21.37,19.87,25644.0,0.41
D17,2024-07-11,,,2000.0,0.05,0.08,1405.0,30.25,11.64,21967.0,1.93
D2D,2024-07-11,,0.61,8700.0,0.27,0.59,678.0,47.46,21.93,30863.0,1.04
DAC,2024-07-11,,6.46,,,0.3,-4503.0,-1.0,-0.53,1997.0,2.25
DAD,2024-07-11,,,2000.0,0.1,-0.01,2494.0,8.18,6.8,20936.0,0.97
DAE,2024-07-11,,,1200.0,0.08,0.26,1665.0,9.31,7.65,21893.0,0.71
DAG,2024-07-11,,0.86,,,0.57,-889.0,-1.57,8.89,452.0,3.1
DAH,2024-07-11,,,,,0.77,20.0,156.82,25.93,10955.0,0.28
DAN,2024-07-11,,0.17,700.0,0.02,-0.35,3012.0,9.76,7.99,36128.0,0.81
DAS,2024-07-11,,,1000.0,0.16,0.26,,,5.25,,
DAT,2024-07-11,,0.01,,,0.27,938.0,7.9,5.13,12654.0,0.59
DBC,2024-07-11,2024.0,9.38,,,1.55,2151.0,12.99,12.82,19503.0,1.43
DBD,2024-07-11,8600.0,14.76,,,0.43,3427.0,14.47,14.51,17448.0,2.84
DBM,2024-07-11,,1.07,1700.0,0.07,0.33,2895.0,8.81,8.25,24723.0,1.03
DBT,2024-07-11,,1.28,,,0.36,987.0,12.16,5.02,14070.0,0.85
DC1,2024-07-11,,0.74,,,-0.65,,,15.66,,
DC2,2024-07-11,,2.4,,,0.37,529.0,14.74,11.03,11047.0,0.71
DC4,2024-07-11,24300.0,0.46,,,1.05,3744.0,3.29,6.46,13559.0,0.91
DCF,2024-07-11,,,,,0.48,1742.0,29.73,33.78,15784.0,3.28
DCG,2024-07-11,,5.25,1500.0,0.13,-0.16,659.0,18.22,4.55,13442.0,0.89
DCH,2024-07-11,,,100.0,0.01,0.08,,,55.8,,
DCL,2024-07-11,,,,,0.6,869.0,31.23,15.52,20316.0,1.34
DCM,2024-07-11,5400.0,7.15,2000.0,0.05,1.71,2886.0,12.89,24.78,18690.0,1.99
DCR,2024-07-11,,,,,-1.15,324.0,15.43,32.5,10556.0,0.47
DCS,2024-07-11,,0.62,,,-0.34,11.0,52.22,15.73,10487.0,0.06
DCT,2024-07-11,,0.39,,,0.04,-3078.0,-0.16,4.46,-17660.0,-0.03
DDG,2024-07-11,,3.69,,,1.43,184.0,15.76,57.88,10090.0,0.29
DDH,2024-07-11,,,600.0,0.03,-0.45,,,11.9,,
DDM,2024-07-11,,0.11,,,-1.02,-8479.0,-0.22,0.19,-73544.0,-0.03
DDN,2024-07-11,,,,,0.22,531.0,14.87,25.26,13447.0,0.59
DDV,2024-07-11,,5.41,600.0,0.04,3.41,1185.0,14.25,19.72,11766.0,1.44
DFC,2024-07-11,,,2000.0,0.1,-0.18,1565.0,12.46,7.56,24024.0,0.81
DFF,2024-07-11,,,,,2.08,-2450.0,-0.73,17.93,6404.0,0.28
DGC,2024-07-11,170900.0,17.85,6000.0,0.05,1.67,7743.0,14.43,13.68,37235.0,3.0
DGT,2024-07-11,,0.41,,,1.79,462.0,13.3,12.32,12711.0,0.48
DGW,2024-07-11,34664.0,23.39,500.0,0.01,1.61,2333.0,18.77,19.43,13080.0,3.35
DHA,2024-07-11,,10.11,2000.0,0.05,0.71,4216.0,9.7,16.12,28499.0,1.44
DHB,2024-07-11,,,,,1.75,5835.0,1.42,13.38,2023.0,4.09
DHC,2024-07-11,12600.0,39.34,2000.0,0.06,0.66,3330.0,10.66,9.53,24330.0,1.46
DHD,2024-07-11,,,300.0,0.01,-0.05,1721.0,15.69,23.58,15832.0,1.71
DHG,2024-07-11,700.0,53.76,7500.0,0.07,0.34,6362.0,16.1,12.4,33726.0,3.04
DHM,2024-07-11,,0.13,,,0.44,234.0,38.32,25.32,11342.0,0.79
DHN,2024-07-11,,,2000.0,0.08,-0.01,,,10.63,,
DHP,2024-07-11,600.0,0.44,1000.0,0.09,-0.3,1456.0,8.03,8.05,18114.0,0.65
DHT,2024-07-11,,35.99,1000.0,0.01,0.31,792.0,87.87,73.01,13074.0,5.32
DIC,2024-07-11,,0.33,,,-0.2,-1409.0,-0.71,18.99,-3469.0,-0.29
DID,2024-07-11,,0.04,,,1.29,67.0,59.44,62.49,11801.0,0.34
DIG,2024-07-11,914890.0,5.01,,,1.31,135.0,155.44,12.71,13035.0,1.61
DIH,2024-07-11,,,,,-0.03,-380.0,-43.42,9.48,17340.0,0.95
DKC,2024-07-11,,,1300.0,1.86,0.34,,,0.65,,
DL1,2024-07-11,100.0,6.12,,,0.89,497.0,12.89,8.95,13959.0,0.46
DLD,2024-07-11,,,,,2.34,-2131.0,-2.67,-9.32,4194.0,1.36
DLG,2024-07-11,,1.28,,,1.08,-237.0,-8.16,3.21,2149.0,0.9
DLR,2024-07-11,,4.71,,,-0.18,396.0,43.45,131.51,-3875.0,-4.44
DLT,2024-07-11,,0.04,1000.0,0.16,,-37446.0,-0.17,0.28,337805.0,0.02
DM7,2024-07-11,,,1711.0,0.09,0.34,4004.0,5.0,5.64,18969.0,1.05
DMC,2024-07-11,,56.56,2500.0,0.04,0.53,5289.0,12.54,11.51,44221.0,1.5
DMN,2024-07-11,,,,,0.23,458.0,10.69,2.66,12893.0,0.38
DMS,2024-07-11,,,200.0,0.03,0.63,1269.0,6.23,9.88,12103.0,0.65
DNA,2024-07-11,,,1500.0,0.06,-0.49,2276.0,10.46,8.36,15346.0,1.55
DNC,2024-07-11,,,2500.0,0.03,-0.23,6468.0,11.75,12.08,16650.0,4.56
DND,2024-07-11,,,,,-0.09,94.0,200.85,271.47,12004.0,1.57
DNE,2024-07-11,,,500.0,0.05,-0.59,573.0,16.42,7.21,10575.0,0.89
DNH,2024-07-11,,,2850.0,0.06,0.87,1637.0,30.54,38.95,12663.0,3.95
DNL,2024-07-11,,,1000.0,0.04,-0.29,6.0,4434.78,19.63,10344.0,2.47
DNM,2024-07-11,,3.5,,,-0.2,-11013.0,-0.83,117.77,515.0,17.67
DNN,2024-07-11,,,1700.0,8.5,,1471.0,0.14,0.13,13584.0,0.01
DNP,2024-07-11,,0.18,,,0.97,326.0,62.9,39.59,42819.0,0.48
DNT,2024-07-11,,,1000.0,0.03,-0.46,,,23.74,,
DNW,2024-07-11,,0.25,1600.0,0.05,0.51,2702.0,12.25,16.02,19787.0,1.67
DOC,2024-07-11,,,400.0,0.04,-0.17,,,26.6,,
DOP,2024-07-11,,,1200.0,0.09,-0.3,,,6.96,,
DP1,2024-07-11,,,2300.0,0.06,1.23,6597.0,5.67,8.14,19598.0,1.91
DP2,2024-07-11,,,,,-0.86,-884.0,-3.28,580.0,3939.0,0.74
DP3,2024-07-11,,,3000.0,0.05,0.49,5657.0,10.55,14.92,21804.0,2.74
DPC,2024-07-11,,1.23,,,1.24,-2124.0,-4.71,4.47,11360.0,0.88
DPG,2024-07-11,27400.0,6.43,1000.0,0.02,2.19,3424.0,15.19,9.54,39777.0,1.31
DPH,2024-07-11,,0.06,1700.0,0.03,-0.12,567.0,100.15,8.77,23699.0,2.4
DPM,2024-07-11,,7.85,2000.0,0.06,1.41,1700.0,19.97,24.52,28704.0,1.18
DPP,2024-07-11,,,1200.0,0.1,-0.23,,,4.4,,
DPR,2024-07-11,1900.0,5.01,1500.0,0.04,1.54,2719.0,14.4,15.33,37062.0,1.06
ECI,2024-07-11,,,600.0,0.02,0.02,-4313.0,-5.68,12.86,16630.0,1.47
DPS,2024-07-11,,0.34,,,,-217.0,-1.38,0.67,10472.0,0.03
DQC,2024-07-11,,0.61,,,0.33,-938.0,-13.65,21.99,32295.0,0.4
DRC,2024-07-11,21300.0,9.95,1200.0,0.04,1.31,2259.0,12.57,14.8,16125.0,1.76
DRG,2024-07-11,,,,,1.75,382.0,20.95,91.15,11699.0,0.68
DRH,2024-07-11,,0.91,,,1.21,-955.0,-1.99,47.25,11563.0,0.16
DRI,2024-07-11,100.0,0.1,600.0,0.05,2.95,1393.0,8.22,13.84,7809.0,1.47
DRL,2024-07-11,,2.93,5800.0,0.1,0.15,4884.0,12.35,13.84,11567.0,5.21
DS3,2024-07-11,,0.34,,,-0.37,1452.0,3.79,5.87,7851.0,0.7
DSD,2024-07-11,,,,,,166.0,120.16,77.53,12876.0,1.55
DSE,2024-07-11,,13.17,,,0.96,748.0,32.63,47.36,12611.0,1.93
DSG,2024-07-11,,0.17,,,0.54,-608.0,-8.56,-16.53,60.0,86.67
DSN,2024-07-11,100.0,15.84,4000.0,0.07,0.24,8062.0,6.81,6.38,27913.0,1.97
DSP,2024-07-11,,,,,0.11,-31.0,-409.55,494.58,8047.0,1.6
DST,2024-07-11,,,,,1.58,320.0,10.01,33.73,12386.0,0.26
DTA,2024-07-11,,0.2,,,-0.12,95.0,43.3,22.47,11320.0,0.36
DTB,2024-07-11,,,1073.0,0.09,-2.29,,,7.31,,
DTC,2024-07-11,,,,,0.5,-3624.0,-1.21,-1.46,2041.0,2.16
DTD,2024-07-11,12700.0,1.0,,,2.98,2829.0,9.58,5.74,22744.0,1.19
DTE,2024-07-11,,,,,-0.05,699.0,7.3,2.0,11282.0,0.45
DTG,2024-07-11,,0.08,,,0.6,3857.0,6.22,6.04,21061.0,1.14
DTH,2024-07-11,,,300.0,0.02,-0.12,482.0,28.2,18.15,18177.0,0.75
DTI,2024-07-11,,,,,1.4,15.0,155.81,4.42,10059.0,0.23
DTK,2024-07-11,700.0,0.01,400.0,0.03,-0.02,883.0,13.24,12.14,12202.0,0.96
DTL,2024-07-11,,,,,0.28,-240.0,-46.2,40.11,12543.0,0.88
DTP,2024-07-11,,,1500.0,0.01,0.04,14883.0,10.55,9.8,57321.0,2.74
DTT,2024-07-11,,0.17,800.0,0.05,-0.01,1360.0,12.83,18.97,16000.0,1.09
DUS,2024-07-11,,,,,,6.0,1317.07,-0.97,13641.0,0.59
DVC,2024-07-11,,,600.0,0.07,-0.86,,,5.15,,
DVG,2024-07-11,,,,,-0.7,16.0,76.29,4.48,11196.0,0.11
DVM,2024-07-11,,,,,0.99,1208.0,7.28,7.61,16981.0,0.52
DVN,2024-07-11,,,700.0,0.03,1.87,1943.0,11.59,11.22,14220.0,1.58
DVP,2024-07-11,,14.1,7000.0,0.09,0.34,8235.0,9.27,8.85,35678.0,2.14
DVW,2024-07-11,,,2000.0,0.1,0.19,,,6.11,,
DWC,2024-07-11,,,,,-0.23,1267.0,10.26,36.2,11019.0,1.18
DWS,2024-07-11,,,600.0,0.04,-0.15,1715.0,7.87,7.9,13663.0,0.99
DXG,2024-07-11,1728000.0,18.2,,,1.71,209.0,81.05,10.17,21694.0,0.78
DXL,2024-07-11,,1.86,125.0,0.02,0.19,6197.0,1.03,31.66,12237.0,0.52
DXP,2024-07-11,,,500.0,0.04,1.4,1022.0,11.65,9.51,14106.0,0.84
DXS,2024-07-11,64200.0,18.07,,,1.57,-17.0,-342.15,1.61,14291.0,0.41
DXV,2024-07-11,,0.54,,,0.47,-994.0,-4.02,-5.59,9965.0,0.4
DZM,2024-07-11,,9.71,,,,-212.0,-13.69,8.4,-872.0,-3.33
E12,2024-07-11,,,,,1.28,-2352.0,-2.59,2.09,9859.0,0.62
E1VFVN30,2024-07-11,100600.0,87.59,,,,,,,,
E29,2024-07-11,,,500.0,0.07,0.8,39.0,178.94,8.02,10048.0,0.69
EBS,2024-07-11,,0.66,800.0,0.08,1.13,1573.0,6.74,10.32,15389.0,0.69
ECO,2024-07-11,,,,,3.76,322.0,47.15,,10921.0,1.39
EFI,2024-07-11,,0.03,,,0.55,48.0,33.07,17.41,15037.0,0.11
EIB,2024-07-11,1000.0,3.25,300.0,0.02,0.47,1547.0,12.57,6.56,12979.0,1.5
EIC,2024-07-11,,,1700.0,0.08,-1.55,1399.0,15.72,22.81,11962.0,1.84
EID,2024-07-11,,,1400.0,0.05,0.23,5174.0,5.26,6.37,30461.0,0.89
EIN,2024-07-11,,,,,0.83,-136.0,-19.18,118.39,8765.0,0.3
ELC,2024-07-11,42600.0,3.0,,,1.92,772.0,33.3,19.82,14173.0,1.81
EME,2024-07-11,,,700.0,0.03,-1.64,,,17.08,,
EMG,2024-07-11,,,1500.0,0.06,-0.06,,,5.19,,
EMS,2024-07-11,,,1000.0,0.04,0.65,3066.0,7.66,7.11,13930.0,1.69
EPC,2024-07-11,,,,,0.37,,,23.43,,
EPH,2024-07-11,,0.22,1300.0,0.08,0.51,-331.0,-49.82,4.58,11203.0,1.47
EVE,2024-07-11,2000.0,67.06,500.0,0.05,0.99,-784.0,-13.71,7.52,22435.0,0.48
EVF,2024-07-11,87048.0,0.73,,,1.69,754.0,14.85,13.48,12603.0,0.89
EVG,2024-07-11,,0.51,,,1.72,178.0,35.75,14.47,13233.0,0.48
EVS,2024-07-11,,0.37,,,1.59,52.0,105.55,8.46,11860.0,0.46
FBC,2024-07-11,,,20000.0,5.41,,929.0,3.98,0.23,17627.0,0.21
FCC,2024-07-11,,,,,,,,99.95,,
FCM,2024-07-11,,2.94,,,0.98,-41.0,-80.89,9.86,11717.0,0.28
FCN,2024-07-11,1500.0,31.26,100.0,0.01,1.03,-204.0,-62.03,33.19,21215.0,0.6
FCS,2024-07-11,,,,,2.03,-17.0,-502.66,197.17,2090.0,4.07
FDC,2024-07-11,,0.02,,,-0.12,26.0,612.09,120.6,11571.0,1.38
FGL,2024-07-11,,,,,0.25,-1100.0,-9.18,-25.27,1373.0,7.36
FHN,2024-07-11,,,400.0,0.03,0.15,141.0,99.87,19.23,15962.0,0.88
FHS,2024-07-11,,,1800.0,0.06,-0.27,4509.0,6.92,5.68,15897.0,1.96
FIC,2024-07-11,,,500.0,0.03,-0.32,448.0,32.37,24.03,12568.0,1.15
FID,2024-07-11,,,,,-0.29,-180.0,-6.66,24.72,10666.0,0.11
FIR,2024-07-11,19700.0,0.19,,,0.17,25.0,185.13,3.76,11544.0,0.41
FIT,2024-07-11,,0.03,,,0.84,461.0,9.63,5.58,17469.0,0.25
FLC,2024-07-11,,2.16,,,,-2649.0,-1.32,2.82,11190.0,0.31
FMC,2024-07-11,1000.0,31.05,2000.0,0.04,0.66,4251.0,10.76,9.35,34848.0,1.31
FOC,2024-07-11,40.0,0.88,2000.0,0.02,1.95,7795.0,10.32,7.08,42855.0,1.88
FOX,2024-07-11,,,2000.0,0.02,1.86,5627.0,15.89,12.55,20705.0,4.32
FPT,2024-07-11,458500.0,45.9,1000.0,0.01,1.04,5652.0,23.81,18.08,24213.0,5.56
FRC,2024-07-11,,,,,0.13,8.0,3311.07,10.64,11678.0,2.13
FRM,2024-07-11,,,426.0,0.1,0.35,117.0,34.92,18.45,11343.0,0.36
FRT,2024-07-11,52900.0,37.47,,,0.89,775.0,222.68,188.01,14614.0,11.8
FSO,2024-07-11,,,,,,,,41.49,,
FT1,2024-07-11,,1.52,3700.0,0.08,0.24,,,6.13,,
FTI,2024-07-11,,,,,,-331.0,-11.18,70.72,8688.0,0.43
FTM,2024-07-11,,0.55,,,0.07,-2591.0,-0.27,5.83,-15777.0,-0.04
FTS,2024-07-11,,30.39,500.0,0.01,1.88,1822.0,23.66,31.39,12940.0,3.33
FUCTVGF3,2024-07-11,,,,,,,,,,
GSM,2024-07-11,,,2000.0,0.09,1.02,1700.0,13.23,25.28,16119.0,1.4
FUCTVGF4,2024-07-11,,,,,,,,,,
FUCTVGF5,2024-07-11,,0.46,,,,,,,,
FUCVREIT,2024-07-11,,1.67,,,,,,,,
FUEABVND,2024-07-11,,,,,,,,,,
FUEBFVND,2024-07-11,,,,,,,,,,
FUEDCMID,2024-07-11,,83.65,,,,,,,,
FUEFCV50,2024-07-11,,1.81,,,,,,,,
FUEIP100,2024-07-11,,2.22,,,,,,,,
FUEKIV30,2024-07-11,,96.77,,,,,,,,
FUEKIVFS,2024-07-11,,87.26,,,,,,,,
FUEKIVND,2024-07-11,,98.64,,,,,,,,
